muestra_id,acidez fija,acidez volatil,acido citrico,azucar residual,cloruros,dioxido de azufre total,pH,sulfatos,calidad,densidad_alcohol,SO2_l / SO2_tot,diox_simil_1,diox_simil_2
800,7.0,0.13,0.37,12.85,0.042,105.0,3.05,0.55,6,10.655166999999999,0.34285714285714286,1.1837421617474535e-08,0.895610204755188
4478,7.4,0.64,0.47,14.15,0.168,185.0,2.9,0.49,5,9.285120000000001,0.22702702702702704,2.984129468011159e-33,0.41884682445147203
952,9.2,0.16,0.49,2.0,0.044,107.0,3.1,0.53,4,10.150428,0.16822429906542055,4.587181746647525e-09,0.91370273103288
1210,6.9,0.28,0.37,9.1,0.037,76.0,3.05,0.54,5,11.04228,0.21052631578947367,0.0007443494072305689,0.5352614285189903
3309,4.9,0.335,0.14,1.3,0.036,168.0,3.47,0.46,5,9.966837519999999,0.4107142857142857,1.251336797465485e-26,0.6433927065729562
833,8.7,0.69,0.31,3.0,0.086,81.0,3.48,0.74,6,11.602319999999999,0.2839506172839506,0.00015877856490002055,0.6027516647500953
3085,6.9,0.22,0.32,5.8,0.041,119.0,3.17,0.55,6,11.121151999999999,0.16806722689075632,9.384140804010432e-12,0.9878247258083831
4214,6.1,0.28,0.35,12.8,0.048,229.0,3.08,0.4,5,8.87775,0.27510917030567683,6.872961027031994e-54,0.07049242653287519
1360,6.9,0.25,0.24,3.6,0.057,85.0,2.99,0.48,4,9.4449,0.15294117647058825,4.140950972534782e-05,0.6568825786411052
1820,10.8,0.5,0.46,2.5,0.073,27.0,3.05,0.64,5,9.50095,0.18518518518518517,1.0,0.08627201579919554
4822,6.9,0.25,0.34,1.3,0.035,82.0,3.18,0.44,6,12.08349,0.32926829268292684,0.00011449264189049966,0.6163132019122897
2450,5.9,0.37,0.3,1.5,0.033,95.0,3.36,0.56,7,11.878319999999999,0.3684210526315789,9.450764625260006e-07,0.7864312286813591
642,7.0,0.16,0.25,14.3,0.044,149.0,2.91,0.46,6,9.1816,0.18120805369127516,4.0539911292540826e-20,0.8761219372139776
4807,7.2,0.835,0.0,2.0,0.166,11.0,3.39,0.52,5,9.960799999999999,0.36363636363636365,0.4639400210916467,0.03665336648090768
1694,6.8,0.19,0.32,7.05,0.019,188.0,3.25,0.37,8,11.02785,0.2872340425531915,1.690278252441856e-34,0.38251018447178037
373,8.7,0.54,0.26,2.5,0.097,31.0,3.27,0.6,6,9.277680000000002,0.22580645161290322,0.9531337870775047,0.10474253370494471
3573,6.3,0.23,0.49,7.1,0.05,210.0,3.23,0.34,5,9.45345,0.319047619047619,2.3320415641888565e-44,0.17135805889335737
3158,6.5,0.18,0.41,14.2,0.039,129.0,3.28,0.72,7,10.266834000000001,0.3643410852713178,2.784842452933014e-14,0.9977525293526299
3477,7.2,0.26,0.24,7.0,0.023,130.0,3.14,0.49,7,12.694528,0.14615384615384616,1.505599717049095e-14,0.9960079893439915
472,6.8,0.25,0.3,11.8,0.043,133.0,3.03,0.58,6,10.350496,0.39849624060150374,2.2950999526353423e-15,0.9878247258083831
5140,6.9,0.765,0.02,2.3,0.063,63.0,3.57,0.78,5,9.875250000000001,0.5555555555555556,0.020486277647979705,0.37074158331572676
1049,6.6,0.32,0.27,10.9,0.041,146.0,3.24,0.47,5,9.963,0.2534246575342466,3.54705175499289e-19,0.9048374180359595
3263,7.0,0.44,0.24,12.1,0.056,210.0,3.05,0.5,5,9.47321,0.3238095238095238,2.3320415641888565e-44,0.17135805889335737
4746,8.0,0.24,0.3,17.45,0.056,184.0,3.05,0.5,6,9.197239999999999,0.23369565217391305,7.677608218738721e-33,0.43127902868897855
1200,8.4,0.745,0.11,1.9,0.09,63.0,3.19,0.82,5,9.5664,0.25396825396825395,0.020486277647979705,0.37074158331572676
2702,7.8,0.34,0.27,1.2,0.04,106.0,3.01,0.55,5,10.32928,0.2358490566037736,7.39102064415364e-09,0.9048374180359595
1973,7.4,0.16,0.3,13.7,0.056,168.0,2.9,0.44,7,8.684774999999998,0.19642857142857142,1.251336797465485e-26,0.6433927065729562
1905,7.9,0.33,0.41,1.5,0.056,35.0,3.29,0.71,6,10.93356,0.17142857142857143,0.8253068684916823,0.12615423920258956
2531,8.8,0.55,0.04,2.2,0.119,56.0,3.21,0.6,6,10.85858,0.25,0.08021858963571736,0.29375770032353277
1268,7.8,0.91,0.07,1.9,0.058,47.0,3.51,0.43,6,10.649175,0.46808510638297873,0.30119421191220214,0.21008354374916954
3891,6.0,0.49,0.0,2.3,0.068,33.0,3.58,0.59,6,12.4115,0.45454545454545453,0.8976275964304349,0.11506593121362504
3197,8.2,0.35,0.4,6.3,0.039,162.0,3.15,0.34,7,11.82384,0.21604938271604937,1.7986605191577125e-24,0.7232502423798424
4908,7.9,0.28,0.41,4.9,0.058,153.0,3.27,0.51,6,9.667019999999999,0.20261437908496732,2.0673900221784125e-21,0.8333929661285026
4358,6.9,0.28,0.22,10.0,0.052,131.0,3.08,0.46,5,9.570815999999999,0.2748091603053435,8.091194688671889e-15,0.9937694906233947
4450,6.9,0.2,0.28,1.2,0.048,159.0,3.19,0.43,6,9.04176,0.22641509433962265,1.988652231859961e-23,0.7616638213305269
1832,6.8,0.52,0.26,5.7,0.038,130.0,3.11,0.27,7,12.87,0.2076923076923077,1.505599717049095e-14,0.9960079893439915
5193,5.8,0.15,0.49,1.1,0.048,98.0,3.19,0.48,5,9.13468,0.21428571428571427,2.7049830631279825e-07,0.8220122346781865
4762,5.4,0.74,0.09,1.7,0.089,26.0,3.67,0.56,6,11.530632,0.6153846153846154,0.997004495503373,0.0820849986238988
4820,7.7,0.965,0.1,2.1,0.112,22.0,3.26,0.5,5,9.46485,0.5,0.9277434863285529,0.06693722761675015
2225,6.8,0.15,0.33,4.7,0.059,118.0,3.43,0.39,7,8.9604,0.2627118644067797,1.6248833408110006e-11,0.9841273200552851
1703,6.5,0.28,0.28,20.4,0.041,144.0,3.14,0.38,5,8.70174,0.2777777777777778,1.4615999237207966e-18,0.922193691444608
4429,6.2,0.25,0.44,15.8,0.057,167.0,3.14,0.51,5,9.181968,0.23353293413173654,2.9072639567353304e-26,0.6568825786411052
1197,6.5,0.425,0.4,13.1,0.038,241.0,3.23,0.57,5,8.9811,0.24481327800829875,2.1535240205544428e-60,0.03665336648090768
4543,7.2,0.34,0.32,2.5,0.09,113.0,3.32,0.79,5,11.06226,0.3805309734513274,2.3113942871074907e-10,0.9586300930895252
132,10.2,0.29,0.65,2.4,0.075,17.0,3.22,0.63,6,11.74867,0.35294117647058826,0.7408182206817179,0.05129048610743099
5060,7.2,0.28,0.3,10.7,0.044,222.0,3.14,0.5,6,9.07452,0.2747747747747748,2.8698353239258646e-50,0.09985860935030318
2242,6.4,0.17,0.3,2.8,0.034,125.0,3.03,0.49,6,10.311808,0.264,3.069780955097918e-13,0.999750031247396
4768,9.9,0.35,0.41,2.3,0.083,61.0,3.21,0.5,5,9.482899999999999,0.18032786885245902,0.031179326997954438,0.3477574586840902
1038,7.1,0.21,0.27,8.6,0.056,111.0,2.95,0.52,5,9.4582,0.23423423423423423,6.409946534463482e-10,0.9453027806520595
2767,6.7,0.15,0.32,7.9,0.034,81.0,3.29,0.31,6,9.9512,0.20987654320987653,0.00015877856490002055,0.6027516647500953
4890,6.2,0.64,0.09,2.5,0.081,26.0,3.57,0.63,5,11.944560000000001,0.5769230769230769,0.997004495503373,0.0820849986238988
1623,6.6,0.23,0.29,14.45,0.057,144.0,3.33,0.54,6,10.175111999999999,0.2013888888888889,1.4615999237207966e-18,0.922193691444608
4093,5.6,0.54,0.04,1.7,0.049,13.0,3.72,0.58,5,11.33388,0.38461538461538464,0.5554370486980182,0.04107933836763487
151,7.0,0.32,0.27,7.1,0.027,122.0,3.15,0.6,7,12.49479,0.30327868852459017,1.7437206169109494e-12,0.9960079893439915
1578,7.1,0.43,0.17,1.8,0.082,51.0,3.49,0.64,5,10.361936,0.5294117647058824,0.17763933359513495,0.2450605392455259
1617,8.7,0.31,0.73,14.35,0.044,191.0,2.96,0.88,5,8.701130999999998,0.14136125654450263,9.070826166408033e-36,0.3477574586840902
3985,7.9,0.12,0.49,5.2,0.049,152.0,3.18,0.47,6,10.549119999999998,0.21710526315789475,4.3898144201314395e-21,0.8445089033860343
486,5.7,0.23,0.28,9.65,0.025,121.0,3.28,0.38,6,11.215250000000001,0.21487603305785125,3.0741274839199463e-12,0.9937694906233947
1654,7.8,0.22,0.26,9.0,0.047,132.0,3.25,0.53,6,10.1694,0.2878787878787879,4.322251274666006e-15,0.9910403787728836
4932,7.5,0.31,0.51,14.8,0.039,204.0,3.06,0.6,5,9.482899999999999,0.30392156862745096,1.5204233453478976e-41,0.21849328438476312
1924,6.7,0.7,0.08,3.75,0.067,16.0,3.43,0.52,5,12.516084,0.5,0.6955864334990951,0.048557821270009974
3997,5.5,0.16,0.31,1.2,0.026,68.0,3.33,0.44,6,11.531170000000001,0.45588235294117646,0.006454356176091937,0.43127902868897855
29,7.7,0.28,0.39,8.9,0.036,117.0,3.06,0.38,7,11.922,0.06837606837606838,2.796688455926927e-11,0.9799536542670847
65,6.6,0.56,0.15,10.0,0.037,157.0,3.28,0.52,5,9.366348,0.24203821656050956,9.577888291887943e-23,0.7864312286813591
4167,8.2,0.24,0.34,5.1,0.062,22.0,3.22,0.94,6,10.87166,0.36363636363636365,0.9277434863285529,0.06693722761675015
5082,8.3,0.6,0.25,2.2,0.118,38.0,3.15,0.53,5,9.762368,0.23684210526315788,0.6955864334990951,0.14427991674278817
1647,6.9,0.24,0.35,1.0,0.052,146.0,3.45,0.44,6,9.93,0.23972602739726026,3.54705175499289e-19,0.9048374180359595
1504,6.8,0.3,0.35,2.8,0.038,164.0,3.09,0.53,6,11.8944,0.06097560975609756,3.517066722903549e-25,0.6969789984668727
4934,8.2,0.26,0.34,2.5,0.073,47.0,3.4,0.78,7,11.254122,0.3404255319148936,0.30119421191220214,0.21008354374916954
4270,7.3,0.19,0.49,15.55,0.058,134.0,3.42,0.36,7,9.09818,0.373134328358209,1.2113996115597754e-15,0.9841273200552851
544,6.8,0.16,0.29,10.4,0.046,143.0,3.2,0.4,6,10.747944,0.4125874125874126,2.9403589739877336e-18,0.9302982921639203
2328,6.6,0.64,0.28,4.4,0.032,78.0,3.11,0.62,6,12.775644,0.24358974358974358,0.0004085076160078274,0.5621424451968224
2303,7.6,0.36,0.49,11.3,0.046,221.0,3.01,0.43,5,9.185279999999999,0.3936651583710407,9.218890090684604e-50,0.10474253370494471
3697,5.8,0.17,0.3,1.4,0.037,130.0,3.29,0.38,6,11.197170000000002,0.4230769230769231,1.505599717049095e-14,0.9960079893439915
4501,5.7,0.265,0.28,6.9,0.036,150.0,3.36,0.44,7,10.724292000000002,0.30666666666666664,1.943910877113129e-20,0.865887748059205
240,7.0,0.45,0.34,2.7,0.082,72.0,3.55,0.6,5,9.481,0.2222222222222222,0.002299646186124936,0.4823911401151259
3358,7.1,0.23,0.24,5.4,0.039,196.0,3.19,0.78,4,9.948,0.30612244897959184,6.142510493613531e-38,0.29375770032353277
776,6.9,0.26,0.27,4.2,0.031,80.0,3.12,0.39,6,11.395235000000001,0.25,0.00021887713784097935,0.5891938690486437
3043,6.0,0.36,0.16,6.3,0.036,191.0,3.17,0.62,5,9.74316,0.18848167539267016,9.070826166408033e-36,0.3477574586840902
3888,6.0,0.25,0.28,7.7,0.053,132.0,3.06,0.5,6,9.351966000000001,0.2803030303030303,4.322251274666006e-15,0.9910403787728836
3919,6.9,0.44,0.42,8.5,0.048,147.0,3.32,0.46,6,9.475299999999999,0.06802721088435375,1.7317228272655536e-19,0.895610204755188
626,9.5,0.59,0.44,2.3,0.071,68.0,3.46,0.63,5,9.4924,0.3088235294117647,0.006454356176091937,0.43127902868897855
4456,7.1,0.16,0.36,1.2,0.043,90.0,3.16,0.42,7,10.9175,0.23333333333333334,6.743037951139162e-06,0.7232502423798424
4402,8.5,0.21,0.52,1.9,0.09,23.0,3.36,0.67,5,10.363392000000001,0.391304347826087,0.9531337870775047,0.07049242653287519
1972,6.5,0.46,0.14,2.4,0.114,37.0,3.66,0.65,5,9.773736000000001,0.24324324324324326,0.7408182206817179,0.13803472431586922
1392,6.7,0.855,0.02,1.9,0.064,38.0,3.3,0.56,6,10.693240000000001,0.7631578947368421,0.6955864334990951,0.14427991674278817
1424,7.8,0.7,0.06,1.9,0.079,35.0,3.4,0.69,5,10.859452000000001,0.5714285714285714,0.8253068684916823,0.12615423920258956
1491,7.0,0.65,0.02,2.1,0.066,25.0,3.47,0.67,6,9.4734,0.32,0.9880717128619305,0.0780621480245016
2031,5.6,0.15,0.31,5.3,0.038,79.0,3.3,0.39,6,10.41915,0.10126582278481013,0.0002999184360822198,0.5756531326166507
2317,6.3,0.37,0.37,1.5,0.024,76.0,2.94,0.39,6,12.161748000000001,0.15789473684210525,0.0007443494072305689,0.5352614285189903
485,7.5,0.38,0.57,2.3,0.106,12.0,3.36,0.55,6,11.35497,0.4166666666666667,0.5091564206075492,0.03881300143312163
1503,6.4,0.43,0.32,1.4,0.048,67.0,3.08,0.41,5,11.3088,0.14925373134328357,0.00822974704902003,0.41884682445147203
589,8.8,0.36,0.44,1.9,0.04,121.0,3.19,0.48,6,9.85347,0.0743801652892562,3.0741274839199463e-12,0.9937694906233947
3352,7.6,0.19,0.41,1.1,0.04,143.0,2.92,0.42,5,11.293980000000001,0.26573426573426573,2.9403589739877336e-18,0.9302982921639203
33,8.1,0.17,0.21,1.6,0.036,119.0,3.18,0.52,6,10.038996,0.20168067226890757,9.384140804010432e-12,0.9878247258083831
4304,7.2,0.2,0.3,2.0,0.039,188.0,3.3,0.41,6,11.8932,0.22872340425531915,1.690278252441856e-34,0.38251018447178037
5162,7.2,0.37,0.4,11.6,0.032,214.0,3.1,0.51,6,9.76374,0.1588785046728972,2.7508618916677084e-46,0.14427991674278817
2387,6.8,0.22,0.37,15.2,0.051,178.0,3.4,0.85,6,9.293955,0.38202247191011235,1.9631548368028403e-30,0.5086475186803137
3179,6.9,0.26,0.29,4.2,0.043,114.0,3.16,0.31,6,12.3775,0.2894736842105263,1.3755462568592508e-10,0.9646402934831231
4435,5.9,0.26,0.4,1.3,0.047,139.0,3.45,0.53,5,10.3428,0.08633093525179857,4.535551023872451e-17,0.9586300930895252
4986,6.0,0.33,0.26,5.1,0.051,119.0,3.15,0.41,5,9.146272,0.13445378151260504,9.384140804010432e-12,0.9878247258083831
4546,6.8,0.26,0.44,8.2,0.046,183.0,3.2,0.51,5,9.360896,0.28415300546448086,1.9634889666798433e-32,0.44385826077685925
227,6.8,0.26,0.32,7.0,0.041,118.0,3.25,0.52,6,10.73412,0.3220338983050847,1.6248833408110006e-11,0.9841273200552851
3634,6.9,0.41,0.33,10.1,0.043,152.0,3.2,0.52,5,9.36992,0.18421052631578946,4.3898144201314395e-21,0.8445089033860343
1323,6.1,0.31,0.37,8.4,0.031,170.0,3.42,0.4,8,11.622779999999999,0.4117647058823529,2.2768604782708498e-27,0.6163132019122897
2218,6.1,0.36,0.41,19.35,0.07,207.0,3.39,0.53,5,9.110738,0.32367149758454106,6.117533538730657e-43,0.19393155334169038
1818,7.7,0.49,1.0,19.6,0.03,135.0,3.24,0.4,6,11.9676,0.2074074074074074,6.355759997078935e-16,0.9799536542670847
3176,7.8,0.41,0.68,1.7,0.467,69.0,3.08,1.31,5,9.274890000000001,0.2608695652173913,0.005031686815973131,0.44385826077685925
2366,6.4,0.225,0.48,2.2,0.115,104.0,3.24,0.58,6,12.00078,0.27884615384615385,1.8845343174858356e-08,0.8860339595928756
2857,6.4,0.27,0.49,7.3,0.046,206.0,3.24,0.43,6,9.15952,0.25728155339805825,1.7960214369502856e-42,0.20189651799465538
4447,9.4,0.16,0.23,1.6,0.042,67.0,3.07,0.32,5,9.4449,0.208955223880597,0.00822974704902003,0.41884682445147203
5160,7.1,0.23,0.39,13.7,0.058,172.0,2.9,0.46,6,8.97795,0.1511627906976744,4.044599780491334e-28,0.5891938690486437
599,8.8,0.48,0.41,3.3,0.092,52.0,3.31,0.53,6,10.4811,0.5,0.15335496684492847,0.25436119360819465
4627,9.5,0.39,0.41,8.9,0.069,39.0,3.29,0.81,7,10.884631,0.46153846153846156,0.6492093766851474,0.15073227938036599
346,8.5,0.17,0.31,1.0,0.024,91.0,2.79,0.37,5,10.0293,0.14285714285714285,4.6066944370861444e-06,0.7362025458114003
561,6.2,0.36,0.45,10.4,0.06,184.0,3.31,0.56,6,9.771678000000001,0.11956521739130435,7.677608218738721e-33,0.43127902868897855
3039,13.7,0.415,0.68,2.9,0.085,43.0,3.06,0.8,6,10.014,0.3953488372093023,0.4639400210916467,0.1786637020001245
3112,7.6,0.735,0.02,2.5,0.071,14.0,3.51,0.71,7,11.645946,0.7142857142857143,0.6022997704830654,0.04345627581810221
4793,7.6,0.16,0.41,1.9,0.047,151.0,3.2,0.53,6,10.03637,0.17880794701986755,9.26539926652296e-21,0.8553453273074225
1593,5.9,0.34,0.22,2.4,0.03,135.0,3.41,0.78,7,13.752659999999999,0.14074074074074075,6.355759997078935e-16,0.9799536542670847
4082,10.8,0.4,0.41,2.2,0.084,17.0,3.08,0.67,6,9.285120000000001,0.4117647058823529,0.7408182206817179,0.05129048610743099
4361,8.4,0.19,0.43,2.1,0.052,104.0,2.85,0.46,5,9.443,0.19230769230769232,1.8845343174858356e-08,0.8860339595928756
4197,8.0,0.26,0.28,8.2,0.038,202.0,3.12,0.56,6,9.9566,0.3564356435643564,1.2565925342789908e-40,0.23598194054475852
3820,7.0,0.69,0.0,1.9,0.114,10.0,3.35,0.6,6,9.664691999999999,0.3,0.4202102910640503,0.034596595420891954
1436,7.2,0.17,0.28,17.55,0.05,154.0,2.94,0.43,7,8.99739,0.21428571428571427,9.678162373986572e-22,0.8220122346781865
1907,6.8,0.21,0.74,1.2,0.047,111.0,3.13,0.41,6,10.61012,0.22522522522522523,6.409946534463482e-10,0.9453027806520595
3781,7.0,0.62,0.08,1.8,0.076,24.0,3.48,0.53,5,8.9802,0.3333333333333333,0.9733612415243368,0.07419934176053282
4691,6.9,0.43,0.28,9.4,0.056,183.0,3.17,0.43,5,9.361836,0.15846994535519127,1.9634889666798433e-32,0.44385826077685925
2951,7.4,0.25,0.36,13.2,0.067,178.0,3.01,0.48,6,8.9784,0.29775280898876405,1.9631548368028403e-30,0.5086475186803137
296,6.6,0.19,0.28,11.8,0.042,137.0,3.18,0.37,6,10.745136,0.39416058394160586,1.7183447759316561e-16,0.9702029524890169
2929,6.0,0.31,0.24,3.3,0.041,143.0,3.31,0.44,6,11.202820000000001,0.17482517482517482,2.9403589739877336e-18,0.9302982921639203
996,6.5,0.2,0.24,9.2,0.044,150.0,3.22,0.44,5,10.44771,0.16666666666666666,1.943910877113129e-20,0.865887748059205
4047,6.6,0.3,0.24,1.2,0.034,121.0,3.13,0.36,5,9.138359999999999,0.14049586776859505,3.0741274839199463e-12,0.9937694906233947
4725,8.6,0.8,0.11,2.3,0.084,31.0,3.4,0.48,5,9.87921,0.3870967741935484,0.9531337870775047,0.10474253370494471
2118,7.9,0.885,0.03,1.8,0.058,8.0,3.36,0.33,4,9.07452,0.5,0.3385782657208353,0.03077661902029056
4874,7.7,0.56,0.2,2.0,0.075,39.0,3.48,0.62,5,9.287910000000002,0.23076923076923078,0.6492093766851474,0.15073227938036599
2251,6.4,0.475,0.06,1.0,0.03,131.0,2.97,0.29,5,10.69632,0.06870229007633588,8.091194688671889e-15,0.9937694906233947
2086,7.8,0.3,0.37,1.3,0.051,96.0,3.32,0.62,5,9.940999999999999,0.16666666666666666,6.265733440181832e-07,0.7985162187593771
5171,5.6,0.295,0.26,1.1,0.035,102.0,3.47,0.56,6,10.510323999999999,0.39215686274509803,4.691164021834418e-08,0.865887748059205
1822,8.2,0.34,0.49,8.0,0.046,223.0,3.08,0.52,6,10.6572,0.24663677130044842,8.880339095421405e-51,0.09515482282280588
4353,5.3,0.21,0.29,0.7,0.028,66.0,3.3,0.4,5,9.72307,0.16666666666666666,0.01043071979881779,0.4065696597405991
2224,6.5,0.25,0.45,7.8,0.048,188.0,3.2,0.53,5,9.061416,0.2765957446808511,1.690278252441856e-34,0.38251018447178037
4174,6.6,0.19,0.28,1.1,0.044,100.0,3.22,0.69,6,11.092479999999998,0.38,1.1400768255377355e-07,0.8445089033860343
2886,6.4,0.24,0.27,1.5,0.04,105.0,3.13,0.3,6,12.265336000000001,0.3333333333333333,1.1837421617474535e-08,0.895610204755188
3568,8.9,0.84,0.34,1.4,0.05,10.0,3.12,0.48,6,9.059414,0.4,0.4202102910640503,0.034596595420891954
5072,6.4,0.57,0.12,2.3,0.12,36.0,3.47,0.71,7,11.245647000000002,0.6944444444444444,0.7842715137715565,0.13199384318783022
2295,7.6,0.18,0.46,10.2,0.055,135.0,3.14,0.43,6,9.86832,0.42962962962962964,6.355759997078935e-16,0.9799536542670847
4504,7.5,0.34,0.24,3.85,0.031,34.0,3.01,0.36,4,11.693564,0.14705882352941177,0.8632939774163194,0.12051271656014938
1295,6.2,0.2,0.25,15.0,0.055,120.0,3.19,0.53,6,9.577632,0.06666666666666667,5.387174930744011e-12,0.9910403787728836
